Date,Open,High,Low,Close,Volume
2018-01-02,78.87036895751953,79.20071662443635,78.4574378743574,79.03554279097794,22483800
2018-01-03,79.23741912841797,79.38424341864007,78.88872194059171,78.97130535311602,26061400
2018-01-04,79.93482971191406,80.43952951647438,79.43930817679164,79.45765771469915,21912000
2018-01-05,80.92582702636719,81.12770683404764,80.22842596373404,80.43948403566297,23407100
2018-01-08,81.00843048095703,81.2837224689322,80.38444137571726,80.93501835070151,22113000
2018-01-09,80.953369140625,81.4213626865952,80.62302157887729,81.3479505615478,19484300
2018-01-10,80.58633422851562,80.92586013497365,80.21010925197795,80.62304029956249,18652200
2018-01-11,80.82491302490234,80.8707903589186,80.05409960318352,80.8707903589186,17808900
2018-01-12,82.2197036743164,82.38487746901366,81.16442704158203,81.36630690187492,24271500
2018-01-16,81.0726547241211,83.3116754244563,80.76066370900698,82.67850812782851,36599700
2018-01-17,82.71521759033203,82.84368530783475,81.43971168015113,81.7425314432499,25621200
2018-01-18,82.67854309082031,83.20159242631853,82.27479025352037,82.403258020066,24159700
2018-01-19,82.58676147460938,83.14651675134795,82.2747704028359,82.71522921015922,36875000
2018-01-22,84.06414794921875,84.0733262163761,82.3481760410562,82.58676198038127,23601600
2018-01-23,84.33026123046875,84.69731490413442,83.99991362426631,84.33026123046875,23412800
2018-01-24,84.25684356689453,85.73422943075708,84.03661417753244,84.92671700245205,33277500
2018-01-25,84.724853515625,85.55989390382558,84.35779979512222,84.85332126765586,26383200
2018-01-26,86.31234741210938,86.31234741210938,84.95425780207921,85.44977925470117,29172200
2018-01-29,86.18386840820312,87.58784217343296,86.00034507978118,87.3033789140891,31569900
2018-01-30,85.10107421875,85.94529983369134,84.51379109590118,85.614952201968,38635100
2018-01-31,87.18409729003906,87.54197271331725,85.80765120021006,86.02788061431198,48756300
2018-02-01,86.49589538574219,88.15680516643907,85.87190605913734,86.98223866952844,47227900
2018-02-02,84.22016143798828,86.2297753148456,83.96322591054805,85.92695544280473,47867800
2018-02-05,80.75149536132812,85.55987789757307,80.75149536132812,83.10062753153034,51031500
2018-02-06,83.8072280883789,83.94487411751392,78.22803078172014,79.73294483140248,67998600
2018-02-07,82.2289047241211,84.21098380869674,81.85267269824789,83.03641738806405,41107600
2018-02-08,78.0077896118164,82.47664674586684,77.77838193139192,82.32065120341022,55628700
2018-02-09,80.91666412353516,81.60488705257374,76.9249725353045,79.19152116842608,63499100
2018-02-12,81.78840637207031,82.38486761496586,80.68725253977496,81.43053102652605,35720300
2018-02-13,82.4307632446289,82.58675877541722,80.56797413907132,81.60489425668148,26407700
2018-02-14,83.72148895263672,83.8874386714606,81.50883541345713,81.60102813861394,34960900
2018-02-15,85.42707061767578,85.48238483602577,83.54630982139555,84.09025172544453,27823900
2018-02-16,84.818603515625,86.20151552946672,84.63421806065448,85.23347430623582,30596900
2018-02-20,85.48239135742188,85.79584799712225,83.90587270950057,84.33918620990677,30911700
2018-02-21,84.3484115600586,86.07244440485117,84.3484115600586,85.72210922645586,26922500
2018-02-22,84.5696792602539,85.49162056806333,84.22855844417698,84.86470019739876,24392800
2018-02-23,86.7177963256836,86.72701770815189,85.15049893105932,86.29370417224236,26329200
2018-02-26,87.97163391113281,87.99929102369545,86.89296431806788,87.03125691473474,30199800
2018-02-27,86.84687805175781,88.35886140220327,86.84687805175781,88.26666866792826,25869100
2018-02-28,86.45042419433594,88.23899239313857,86.32135298760309,87.43690100799597,31167300
2018-03-01,85.60223388671875,87.18797378116913,84.67107136100493,86.65324622906792,37135600
2018-03-02,85.78661346435547,85.87880615823082,83.76756040938231,84.43135905944754,32830400
2018-03-05,86.33056640625,86.91138678297426,85.05829018558384,85.13204012987636,23901600
2018-03-06,86.03556823730469,87.11423795045299,85.68523304942059,86.97594533839064,22175800
2018-03-07,86.53341674804688,86.60717374508762,85.21504031982467,85.88806060857631,26716100
