Date,Open,High,Low,Close,Volume
2018-01-02,53.22063064575195,53.357995537474515,52.21940716939454,52.21940716939454,31766000
2018-01-03,54.12862777709961,54.355750700510285,53.23154311672444,53.256335915730126,31318000
2018-01-04,54.33888244628906,54.751472716786864,54.264500273399186,54.404838927468575,26052000
2018-01-05,55.05943298339844,55.22258571487363,54.63841320373191,54.720237383951606,30250000
2018-01-08,55.25382614135742,55.49929868498433,55.04505284208835,55.094642223098475,24644000
2018-01-09,55.18341064453125,55.463596141591765,54.95579208730221,55.463596141591765,26808000
2018-01-10,55.051998138427734,55.18291607811487,54.74652420696688,54.896283615302465,20734000
2018-01-11,55.1467170715332,55.28556886064353,54.870500380318546,55.159610992440236,22424000
2018-01-12,56.069087982177734,56.10131899756164,54.9463673433554,55.05001054507235,38586000
2018-01-16,56.071571350097656,56.97312049204504,55.871227516712395,56.54813187080861,36462000
2018-01-17,56.48812484741211,56.499032467639545,55.71402053627322,56.3522468478117,27830000
2018-01-18,56.332908630371094,56.5620140670971,55.762125662718006,56.50052202410961,27498000
2018-01-19,56.70632553100586,56.72021070996429,56.16083473617007,56.43506891231279,30552000
2018-01-22,57.73085403442383,57.86574078088286,56.62300979947485,56.722192343467434,29550000
2018-01-23,58.32643127441406,58.44247277294646,57.884088088915895,58.05120585591647,39138000
2018-01-24,58.08443069458008,58.86597325427586,57.89152509119523,58.763321307092504,37128000
2018-01-25,58.62248229980469,58.76431163354587,58.11170450023698,58.551569524647675,29984000
2018-01-26,58.89126205444336,58.89126205444336,57.92276899966967,58.88977516753866,42170000
2018-01-29,58.837711334228516,59.408989965944905,58.71770101469446,58.91308855982993,31494000
2018-01-30,58.38594436645508,58.90961613703098,58.244115018829305,58.4033027319393,37338000
2018-01-31,58.62644958496094,58.82977095493848,58.124596903147186,58.70529620480337,36022000
2018-02-01,58.595211029052734,58.8858123025016,57.98872383699025,58.31750745953423,73514000
2018-02-02,55.50128936767578,56.10132966807469,55.10307980723462,55.908919663364095,117842000
2018-02-05,52.68406295776367,55.292505129117984,52.40388126656308,54.57939722930204,83550000
2018-02-06,53.77703857421875,53.923328586433655,51.07834235602137,51.275216795467266,76630000
2018-02-07,52.33792495727539,53.88116972799256,52.298747569900236,53.803809994563316,51942000
2018-02-08,49.97248077392578,52.7604354198397,49.823213214703266,52.55910033343243,66792000
2018-02-09,51.88467025756836,52.15493558662901,49.44136332550892,50.87352667351269,98360000
2018-02-12,52.2957763671875,52.84176275541114,51.84599496738983,52.400410831553884,56240000
2018-02-13,52.27494812011719,52.62604638340829,51.91690726786351,52.069644225040435,31586000
2018-02-14,53.195335388183594,53.33270027203883,52.05972464235817,52.28386999116472,41304000
2018-02-15,54.12069320678711,54.256571212523454,52.9240821910196,53.728435037863214,37396000
2018-02-16,54.32599639892578,54.96124517382604,54.13011323977028,54.22086252426643,39948000
2018-02-20,54.72718048095703,55.35697356321542,54.053249936484505,54.19011920041888,33754000
2018-02-21,55.231014251708984,56.3443141726212,54.921571529083906,55.00042193417786,41486000
2018-02-22,55.04009246826172,55.811714885519635,54.80454007218007,55.49979401074562,28010000
2018-02-23,55.942138671875,55.987267393103004,54.96769426169726,55.474503270089066,25292000
2018-02-26,56.716243743896484,56.741036543518234,56.00412704241539,56.12909364877986,30912000
2018-02-27,55.4174690246582,56.74351096130997,55.381764825198076,56.716236236936965,42964000
2018-02-28,54.7435417175293,55.920316181710014,54.69792115357458,55.64013070449734,49292000
2018-03-01,53.131370544433594,55.108033526161094,52.927057899393276,55.022244310460025,55338000
2018-03-02,53.76265335083008,53.899026988063376,52.07510100225839,52.46537287912138,50162000
2018-03-05,54.2892951965332,54.60766301593922,53.174012787298004,53.46461403558384,28648000
2018-03-06,54.59377670288086,54.82834160824872,54.27640014796475,54.65328622571274,23382000
2018-03-07,55.294986724853516,55.35251373694703,54.04878630713491,54.19309379120403,30748000
2018-03-08,56.00611114501953,56.108263680275236,55.40210212118872,55.40210212118872,33862000
2018-03-09,57.56621551513672,57.57414936212211,56.249597958853435,56.507960640273545,42662000
2018-03-12,57.818626403808594,58.42511353410311,57.48488274196282,57.774984573452286,44306000
2018-03-13,56.52829360961914,58.41718483569654,56.26348396423701,58.11121150101052,43140000
2018-03-14,56.97361373901367,57.512657541407506,56.64929456873817,56.82038115055427,41870000
2018-03-15,57.058902740478516,57.648530918307635,56.317532656728815,57.007330847302676,33382000
2018-03-16,56.25604248046875,57.366364833295336,56.10429678609737,57.29396517219304,58656000
2018-03-19,54.55262756347656,55.50971364000211,53.99969477458665,55.42987575383927,63656000
2018-03-20,54.340877532958984,54.82438065206572,53.67735893275285,54.46980917576911,54598000
2018-03-21,54.25161361694336,54.980589276264126,53.91489614445986,54.18070083702967,44898000
2018-03-22,52.22585678100586,53.75174331979084,52.05179263650617,53.55784644884805,69312000
2018-03-23,50.90675354003906,52.901766014173454,50.82344247471146,52.13758183628975,49880000
2018-03-26,52.272464752197266,52.5293443201654,50.11479896430372,52.09939566186596,65984000
2018-03-27,49.93429183959961,52.790684742551996,49.472112163939144,52.75894557229753,60816000
2018-03-28,49.84701156616211,50.82939354831861,48.79669436686432,49.68485388033702,77698000
2018-03-29,51.431915283203125,51.97294539534583,49.790482890945164,50.146045610588935,69338000
2018-04-02,50.216461181640625,51.55043709116375,49.304995725569974,50.959817615214966,65068000
2018-04-03,50.5164794921875,50.82989103838948,49.45376396334763,50.39101726128376,51322000
2018-04-04,51.0634651184082,51.213723943837955,49.41707256609332,49.50236615694031,50724000
2018-04-05,51.20876693725586,51.906499122266816,50.78030887446507,51.89063142614206,35836000
2018-04-06,50.08356475830078,51.37538582535566,49.90007987275958,50.73567254614326,40134000
2018-04-09,50.586402893066406,51.80135970518827,50.542265432473954,50.58392096488634,33220000
2018-04-10,51.400177001953125,51.633746876732836,50.35432045290916,51.090734279213066,36620000
2018-04-11,50.832862854003906,51.36893285640802,50.54226538528964,51.177018516748994,34060000
2018-04-12,51.43935775756836,51.804341241532015,50.88196805941184,51.15074654456522,32896000
2018-04-13,51.37736511230469,52.21742217739098,51.085280740933705,51.915421443053674,25410000
2018-04-16,51.876243591308594,52.14055760390715,51.272234561158584,51.84896886410997,29776000
2018-04-17,53.52561569213867,53.8053055839923,52.421244500222585,52.62506153321611,54584000
2018-04-18,53.32874298095703,53.656531576402124,53.08723923405093,53.50825905100342,31126000
2018-04-19,54.025978088378906,54.42567449731254,53.012851887323954,53.012851887323954,39884000
2018-04-20,53.4244499206543,54.28880417094214,53.16558781994128,53.76910123700116,42434000
2018-04-23,53.2503776550293,53.954064771249676,52.89680128744757,53.705119071648696,69590000
2018-04-24,50.712860107421875,52.78820622986512,50.227870118170934,52.52587472547553,128220000
2018-04-25,50.730220794677734,51.37885918160674,50.43366817604129,51.06544760978405,57860000
2018-04-26,51.737884521484375,52.16981568812195,50.60425248870009,51.23751872622358,50926000
2018-04-27,51.14974594116211,52.15394698774903,50.95833100583306,51.84847307083429,40746000
2018-04-30,50.51152420043945,51.49291119658889,50.4976390221724,51.297031813913144,34492000
2018-05-01,51.610931396484375,51.659529516826396,50.11628476049857,50.39845274921856,35326000
2018-05-02,50.8819580078125,51.77110873590693,50.738641795958564,51.27619866007237,34698000
2018-05-03,50.89436340332031,51.11206561849054,49.981410941124295,50.848247202685805,39282000
2018-05-04,52.119232177734375,52.162874009608664,50.48523810460643,50.56259783900899,36892000
2018-05-07,52.53876876831055,52.81349856487074,52.08303602194404,52.262552084785746,34400000
2018-05-08,52.49562454223633,52.82490378360529,52.1509732359064,52.79465149922729,26030000
2018-05-09,54.001182556152344,54.25161519042565,52.670184105592654,52.768871028972896,47160000
2018-05-10,54.820411682128906,55.01579922866569,54.24566364329505,54.30120435903891,36414000
2018-05-11,54.71676254272461,54.99595676164047,54.41128863921936,54.56948129284038,30504000
2018-05-14,54.87644958496094,55.44921508455651,54.78718718350271,54.8253695323145,39338000
2018-05-15,53.79885482788086,54.50551583478358,53.496850300827376,54.39542566367748,35738000
2018-05-16,53.76017379760742,54.27045979457805,53.638184745600924,53.80976696492129,25628000
2018-05-17,53.619834899902344,54.10284238278998,53.37981804544918,53.62975504669495,25738000
2018-05-18,53.0435905456543,53.24641628659211,52.797626169446794,52.863083240908026,35482000
2018-05-21,53.756202697753906,54.21689547540885,53.4581670156506,53.50775639393948,25180000
2018-05-22,53.32476806640625,54.14251043510209,53.17351800083077,54.0433316768412,22226000
2018-05-23,53.85291290283203,53.954077976630096,52.91069941379178,53.06145387471244,23740000
2018-05-24,53.827613830566406,53.910429269372564,53.1755060953026,53.89952164864626,20604000
2018-05-25,53.759674072265625,54.03192570903824,53.686283151739836,53.882162527365246,22224000
2018-05-29,52.965736389160156,53.62379922191984,52.71828133706166,53.35898580610255,36076000
2018-05-30,53.431888580322266,53.50726580445433,52.89036283283215,53.234022894047186,28686000
2018-05-31,54.549156188964844,55.045057608864525,53.45817457855658,53.65653211977439,79368000
2018-06-01,56.28480911254883,56.4415148938306,55.14473000386579,55.187380581436216,63202000
2018-06-04,57.179412841796875,57.418438425591134,56.38398509535584,56.45837105864911,44754000
2018-06-05,57.07923889160156,57.579109082894355,56.90270039283215,57.25974998898025,32964000
2018-06-06,56.87740707397461,57.26222701862071,56.35026594935218,57.16602203245919,34934000
2018-06-07,56.25604248046875,56.823847870270626,55.84444344559635,56.75987768476072,36108000
2018-06-08,56.17124557495117,56.47225504111874,55.70112826427263,56.09685961323271,27284000
2018-06-11,56.577388763427734,56.91658816528668,56.1062839480188,56.1826524304794,24796000
2018-06-12,56.938899993896484,56.96667034977643,56.5833372860979,56.5833372860979,26092000
2018-06-13,56.742523193359375,57.308349889397284,56.7003720290939,57.14172396484692,34302000
2018-06-14,57.5300178527832,57.82160660348666,57.05841362577938,57.13825529447141,35422000
2018-06-15,57.48835754394531,57.718454229804756,57.21164525280323,57.52058855939883,44438000
2018-06-18,58.69389724731445,58.721171974953876,57.07824892326905,57.16205562210949,33038000
2018-06-19,58.45140838623047,58.65571726703632,57.604408637061226,58.02592410380187,47282000
2018-06-20,58.71819305419922,59.582055430097064,58.61703177653395,58.680010706447035,51686000
2018-06-21,57.9926872253418,59.02862359524189,57.69712968968656,58.78960180960004,44966000
2018-06-22,57.985252380371094,58.268411642139256,57.50720121442879,58.094351288368564,34220000
2018-06-25,56.49705505371094,57.32570510767071,55.535996390812166,57.27661135364629,57682000
2018-06-26,56.166778564453125,56.87343570992126,55.98726251998206,56.73805712487524,34688000
2018-06-27,55.38920974731445,56.84071407841611,55.377307084911294,56.33439691500152,34538000
2018-06-28,55.877174377441406,56.235215221429016,54.8501630802286,55.163570834243025,29726000
2018-06-29,55.99668502807617,56.600198405698514,55.88907679382652,56.151408280296124,31562000
2018-07-02,56.637393951416016,56.68103578672124,54.87645062613455,55.31036435023385,23216000
2018-07-03,55.35647964477539,57.02419550778411,55.264739098157946,56.999898337280264,16448000
